"Index","X1COV.DE.Open","X1COV.DE.High","X1COV.DE.Low","X1COV.DE.Close","X1COV.DE.Volume","ADS.DE.Open","ADS.DE.High","ADS.DE.Low","ADS.DE.Close","ADS.DE.Volume","ALV.DE.Open","ALV.DE.High","ALV.DE.Low","ALV.DE.Close","ALV.DE.Volume","BAS.DE.Open","BAS.DE.High","BAS.DE.Low","BAS.DE.Close","BAS.DE.Volume","BAYN.DE.Open","BAYN.DE.High","BAYN.DE.Low","BAYN.DE.Close","BAYN.DE.Volume","BEI.DE.Open","BEI.DE.High","BEI.DE.Low","BEI.DE.Close","BEI.DE.Volume","BMW.DE.Open","BMW.DE.High","BMW.DE.Low","BMW.DE.Close","BMW.DE.Volume","CON.DE.Open","CON.DE.High","CON.DE.Low","CON.DE.Close","CON.DE.Volume","DAI.DE.Open","DAI.DE.High","DAI.DE.Low","DAI.DE.Close","DAI.DE.Volume","DB1.DE.Open","DB1.DE.High","DB1.DE.Low","DB1.DE.Close","DB1.DE.Volume","DBK.DE.Open","DBK.DE.High","DBK.DE.Low","DBK.DE.Close","DBK.DE.Volume","DPW.DE.Open","DPW.DE.High","DPW.DE.Low","DPW.DE.Close","DPW.DE.Volume","DTE.DE.Open","DTE.DE.High","DTE.DE.Low","DTE.DE.Close","DTE.DE.Volume","EOAN.DE.Open","EOAN.DE.High","EOAN.DE.Low","EOAN.DE.Close","EOAN.DE.Volume","FME.DE.Open","FME.DE.High","FME.DE.Low","FME.DE.Close","FME.DE.Volume","FRE.DE.Open","FRE.DE.High","FRE.DE.Low","FRE.DE.Close","FRE.DE.Volume","HEI.DE.Open","HEI.DE.High","HEI.DE.Low","HEI.DE.Close","HEI.DE.Volume","HEN3.DE.Open","HEN3.DE.High","HEN3.DE.Low","HEN3.DE.Close","HEN3.DE.Volume","IFX.DE.Open","IFX.DE.High","IFX.DE.Low","IFX.DE.Close","IFX.DE.Volume","LHA.DE.Open","LHA.DE.High","LHA.DE.Low","LHA.DE.Close","LHA.DE.Volume","LIN.DE.Open","LIN.DE.High","LIN.DE.Low","LIN.DE.Close","LIN.DE.Volume","MRK.DE.Open","MRK.DE.High","MRK.DE.Low","MRK.DE.Close","MRK.DE.Volume","MUV2.DE.Open","MUV2.DE.High","MUV2.DE.Low","MUV2.DE.Close","MUV2.DE.Volume","RWE.DE.Open","RWE.DE.High","RWE.DE.Low","RWE.DE.Close","RWE.DE.Volume","SAP.DE.Open","SAP.DE.High","SAP.DE.Low","SAP.DE.Close","SAP.DE.Volume","SIE.DE.Open","SIE.DE.High","SIE.DE.Low","SIE.DE.Close","SIE.DE.Volume","TKA.DE.Open","TKA.DE.High","TKA.DE.Low","TKA.DE.Close","TKA.DE.Volume","VNA.DE.Open","VNA.DE.High","VNA.DE.Low","VNA.DE.Close","VNA.DE.Volume","VOW3.DE.Open","VOW3.DE.High","VOW3.DE.Low","VOW3.DE.Close","VOW3.DE.Volume","WDI.DE.Open","WDI.DE.High","WDI.DE.Low","WDI.DE.Close","WDI.DE.Volume"
2007-01-02 00:00:00,NA,NA,NA,NA,NA,37.779999,38.110001,37.599998,37.91,833493,155.75,156.5,155.149994,156.5,1600057,37.200001,37.41,37.049999,37.41,2930512,40.298698,40.653,40.033001,40.593899,2898751,49.5,50.419998,49.009998,50.150002,215343,43.52,44.169998,43.52,43.799999,1614311,85.310898,86.113503,85.214203,85.813797,849566,47.200001,47.799999,47.200001,47.599998,3893335,139.860001,142.960007,139.800003,142.960007,580802,78.995697,80.005402,78.995697,79.919998,3049144,22.91,23.110001,22.809999,23.030001,1756582,13.9,13.93,13.88,13.93,13626676,31.2826,31.5937,31.243299,31.479,5900106,33.77,33.9333,33.5467,33.666698,3309309,16.572201,17.08,16.572201,16.955601,85212,103.838997,104.032997,102.041,104.032997,25620,37.16,37.959999,37.07,37.830002,2361300,9.52192,9.5665,9.43277,9.50409,3669844,20.84,21.200001,20.84,21.09,2359502,78.089996,79,77.550003,78.809998,937963,38.898102,39.7351,38.898102,39.365799,566617,131.550003,131.679993,130.360001,131.050003,1174188,83.880699,85.385696,83.870697,85.166397,2000377,40.66,40.73,40.290001,40.57,3563684,73.791603,73.888496,73.171402,73.5784,3211837,35.650002,36.779999,35.450001,36.689999,3370964,NA,NA,NA,NA,NA,56.211899,56.4604,55.615501,55.615501,2317776,7.9,8.35,7.86,8.28,422277
2007-01-03 00:00:00,NA,NA,NA,NA,NA,37.900002,38.18,37.75,38.029999,1401039,156.110001,158,155.820007,157.520004,2455728,37.43,37.43,37.215,37.235001,5449020,40.702202,40.898998,40.525002,40.780899,4504895,49.950001,50.349998,49.75,50.259998,418567,43.900002,44.200001,43.720001,44.049999,2299500,86.065201,86.142502,85.465599,85.697701,867442,47.549999,47.740002,47.130001,47.5,4553348,143.559998,144.339996,140.320007,140.740005,802745,80.207397,80.5802,79.7957,80.269501,3876152,23,23.32,22.959999,23.15,4089668,13.93,14.12,13.89,14.07,28095868,31.424601,31.5515,31.1497,31.343,7181699,33.7967,34.6567,33.59,34.646702,4972617,16.944401,17.0611,16.823299,17.0611,136836,104.218002,104.218002,102.382004,103.443001,29387,37.790001,38.02,37.349998,37.490002,2372700,9.52192,9.67349,9.4506,9.60217,7999007,21.15,21.6,21.07,21.51,3379211,78.900002,78.980003,78.300003,78.779999,713166,39.385502,39.848301,39.365799,39.740002,710042,131.199997,132.119995,130.429993,131.740005,1565136,85.266098,85.565102,84.817596,85.206299,2685610,40.669998,40.919998,40.459999,40.720001,5323530,73.5009,73.636597,72.958298,73.171402,3728309,36.549999,36.549999,35.82,35.959999,5245997,NA,NA,NA,NA,NA,55.7845,56.251701,55.4366,55.963402,3159013,8.37,8.48,8.21,8.42,729734
2007-01-04 00:00:00,NA,NA,NA,NA,NA,37.880001,37.900002,37.490002,37.799999,1365032,156.779999,160.149994,156.050003,159.449997,2914552,36.994999,37.134998,36.669998,36.830002,6970632,40.623402,40.741501,40.3577,40.613602,3856108,50.41,50.810001,50.150002,50.59,425845,43.790001,43.799999,43.169998,43.639999,3072768,84.953102,85.775101,84.605003,85.059502,1082708,47.16,47.299999,46.700001,47.150002,5287894,139.630005,141.139999,139.199997,140.360001,537051,79.966599,80.471497,79.562698,80.277298,4617992,23.07,23.370001,23.030001,23.24,3583868,14.02,14.5,14,14.45,58779416,31.086201,31.3218,30.433701,30.720699,14499714,34.4967,34.599998,34.196701,34.48,3684879,17.2122,17.303301,16.988899,17.2967,283401,101.912003,103.755997,101.082001,102.418999,40835,37.389999,38.009998,37.389999,37.869999,2375100,9.60217,9.67349,9.51301,9.64674,6348876,21.49,22.030001,21.450001,21.959999,4860773,78.190002,79.220001,78.129997,79,735835,40.375099,42.531399,40.301201,42.334499,3396872,131.050003,131.589996,130.520004,131.529999,1363710,84.668098,84.817596,82.824203,83.511902,3209090,40.349998,40.849998,40.349998,40.639999,5630974,72.871002,73.597801,72.657898,73.210197,4802257,35.689999,35.77,34.450001,34.73,6543674,NA,NA,NA,NA,NA,55.744701,55.744701,54.710899,54.710899,3578231,8.32,8.32,8.12,8.18,166132
2007-01-05 00:00:00,NA,NA,NA,NA,NA,37.650002,37.869999,37.209999,37.299999,1505875,158.990005,159.449997,157.149994,157.199997,3072488,36.904999,37.134998,36.5,36.575001,6233238,40.534901,40.771099,40.121601,40.121601,6299557,50.650002,50.650002,49.400002,49.549999,282904,43.560001,44.049999,43.34,43.59,2177899,84.798401,85.639702,84.324501,84.808098,1112391,47.130001,47.639999,46.720001,47.130001,5937861,139,140.449997,137.820007,138,609925,79.997704,80.432701,79.166496,79.267502,4500099,23.01,23.09,22.51,22.549999,5199822,14.41,14.67,14.39,14.45,42269869,30.512199,30.5152,29.198099,29.382401,24220953,34.333302,34.606701,33.896702,33.936699,2811402,17.2889,17.2889,16.719999,16.8722,252279,104.024002,104.032997,101.737,102.390999,42435,37.970001,38.290001,37.52,37.619999,3248400,9.58433,9.67349,9.51301,9.53976,9636159,21.99,22.639999,21.959999,22.469999,6292705,78.599998,78.919998,77.43,77.629997,883143,42.299999,43.1567,41.679699,42.585602,2106919,131.350006,131.600006,129.509995,129.75,1935217,83.073402,83.262703,79.515198,80.232803,5246189,40.700001,41.310001,40.57,40.82,7849096,72.900101,74.033897,72.871002,72.987297,5841660,34.59,35.450001,34.060001,34.540001,5435043,NA,NA,NA,NA,NA,54.820301,56.788399,53.836201,56.062801,3546457,8.13,8.29,8.12,8.23,121262
2007-01-08 00:00:00,NA,NA,NA,NA,NA,37.400002,37.580002,37.299999,37.48,1233257,157.630005,157.800003,156.220001,157.440002,2695577,36.634998,36.68,36.305,36.474998,5094028,40.406898,40.406898,39.344101,39.609798,6881338,49.5,50.099998,49.299999,49.560001,269487,43.700001,43.939999,42.939999,43.049999,2266000,84.605003,84.605003,83.067398,83.628304,1976861,47.27,47.599998,46.549999,46.84,4108934,138.75,140.699997,137.830002,139.949997,634708,79.073303,79.360703,78.312103,78.848099,4472303,22.610001,23.059999,22.6,22.77,3940770,14.5,14.65,14.45,14.62,28141724,29.515301,29.8174,29.2645,29.5455,18038700,34.1133,34.450001,33.970001,34.383301,3056121,16.940001,17.0033,16.827801,16.9167,133074,103.045998,103.571999,101.809998,102.650002,18374,37.669998,37.889999,37.040001,37.23,2587200,9.54867,9.72698,9.51301,9.70024,9241361,22.469999,22.469999,21.83,22.030001,3292292,78.699997,80.309998,78.599998,80.150002,1380576,42.437901,42.492001,41.492599,41.994801,1344527,130.100006,130.5,129.520004,130.050003,1372478,80.6315,81.558403,80.232803,80.641502,2911634,41.200001,42.349998,41.200001,42.200001,12824081,73.433098,73.888496,72.638496,73.113297,4553569,34.599998,34.740002,34.25,34.41,2639460,NA,NA,NA,NA,NA,56.4604,56.8978,55.3769,55.655201,2910611,8.33,8.33,8.19,8.25,184942
2007-01-09 00:00:00,NA,NA,NA,NA,NA,37.560001,37.560001,36.970001,36.98,2803830,157.139999,157.600006,155.220001,155.600006,3497640,36.73,37.365002,36.615002,36.709999,8011124,39.826302,40.141201,39.531101,39.5606,6570475,50.040001,50.5,48.099998,48.439999,860328,43.18,43.450001,42.880001,43,2624823,84.614601,84.711304,83.782997,84.614601,1447771,47,47.189999,46.740002,46.970001,3833194,141.690002,144.169998,140.619995,142.75,1010112,79.306396,79.7957,79.0112,79.290802,4707861,22.809999,22.940001,22.530001,22.6,4664312,14.69,14.79,14.66,14.68,29306372,29.741899,29.847601,29.1528,29.2404,14337424,34.383301,34.73,34.25,34.346699,4181400,16.8356,17.1444,16.8356,17.072201,214227,101.737,104.218002,101.737,102.834,69561,37.529999,38.139999,37.169998,37.869999,4689300,9.7359,9.80723,9.63783,9.75373,9137098,22.07,22.629999,21.940001,22.35,5173921,80.82,82.449997,80.599998,81.57,1676915,42.290199,43.028702,42.073601,42.452599,1325261,130.059998,130.5,129.710007,129.710007,1742448,81.329201,81.538498,79.535103,79.574997,3314097,42.900002,43.029999,41.400002,41.939999,13699185,73.781898,75.545601,73.239304,74.421501,8882191,34.799999,34.849998,33.93,33.93,4128252,NA,NA,NA,NA,NA,55.963402,55.963402,54.720901,54.720901,2975148,8.3,8.42,8.22,8.26,253647
2007-01-10 00:00:00,NA,NA,NA,NA,NA,36.799999,37.080002,36.5,37.029999,2228157,154.550003,155.490005,152.25,152.389999,4403396,36.345001,36.485001,35.639999,36.005001,10868898,39.3638,40.495499,39.167,40.210098,7550662,48.110001,48.279999,47.369999,47.830002,643311,42.880001,43.099998,42.41,42.950001,2445216,84.082802,84.866096,83.667,84.285896,1104861,46.5,46.669998,46,46.299999,5978634,140.779999,142.5,139.940002,141.289993,678362,78.498497,78.917999,78.016998,78.451897,5136143,22.5,22.5,22.24,22.35,5165481,14.62,14.65,14.45,14.53,30469038,29.0047,29.6784,28.6845,29.18,20889705,34.209999,34.276699,33.810001,33.9067,3003120,16.945601,17,16.7556,16.988899,165492,102.197998,102.290001,99.790604,101.608002,70718,37.830002,39.560001,37.630001,38.5,9852900,9.78048,10.0034,9.7359,9.77156,16858133,22.190001,22.23,21.59,22.049999,4768366,81,81.330002,80.300003,80.57,1157126,43.225601,44.308701,42.703701,42.703701,2476139,129.350006,129.350006,127.580002,128.149994,2174443,79.535103,81.149803,79.3657,80.272697,4779386,41.450001,41.82,41.200001,41.459999,7350653,73.859497,74.363297,73.355598,73.665604,5438704,33.59,33.599998,32.75,33.299999,5742007,NA,NA,NA,NA,NA,54.174099,54.174099,53.289501,53.816299,4355654,8.25,8.33,8.09,8.29,322810
2007-01-11 00:00:00,NA,NA,NA,NA,NA,37.099998,37.220001,36.599998,37.060001,2066572,153.399994,156.110001,151.020004,155.559998,4861363,36.235001,36.5,35.785,36.389999,7565648,40.308498,41.332001,40.200298,41.292599,6764566,47.720001,48.52,47.700001,48.189999,443552,43.060001,43.709999,42.709999,43.5,2824712,85.291603,86.655098,85.098198,86.026497,3233424,46.310001,47.060001,45.98,47.040001,7414942,142.5,151.479996,142.339996,150.199997,3037668,78.917999,79.935501,78.141197,79.850098,5522249,22.5,22.620001,22.209999,22.23,8044995,14.57,14.72,14.37,14.72,34246823,29.252501,30.451799,29.252501,30.1346,22283946,34.083302,34.560001,33.799999,34.4767,3143034,17.096701,17.111099,16.922199,17.055599,145782,102.272003,103.480003,101.193001,102.373001,33733,38.73,39.619999,38.509998,39.529999,5509800,9.8518,9.98554,9.84289,9.98554,12415650,22.17,22.35,22.07,22.23,3757529,80.690002,82.400002,80.370003,81.910004,875254,42.920399,42.920399,42.221298,42.3148,898257,128.5,129.940002,127.150002,129.520004,2184316,80.472,82.126503,79.9338,81.727898,3990939,41.709999,42.48,41.32,42.27,6454632,74.033897,74.595901,73.045502,74.421501,5908520,33.549999,34.450001,33.549999,34.349998,5063820,NA,NA,NA,NA,NA,53.8759,54.551899,53.547901,54.124401,1119696,8.28,8.78,8.16,8.55,351345
2007-01-12 00:00:00,NA,NA,NA,NA,NA,37.099998,37.669998,37.099998,37.459999,1807971,155.979996,156.619995,155.039993,156.289993,2479858,36.389999,36.994999,36.299999,36.779999,6702586,41.332001,42.8573,41.233601,42.512901,8157125,48.139999,48.849998,47.700001,48.639999,459524,43.349998,43.700001,43.299999,43.700001,2143714,86.693703,86.819504,85.688004,86.548698,1433018,47.09,47.27,46.509998,46.790001,4466296,149.5,150.940002,148.399994,148.75,736629,79.919998,81.232697,79.710297,80.953102,5810572,22.280001,22.41,22.139999,22.360001,5601121,14.76,14.8,14.68,14.75,18906900,30.1497,30.4125,29.850599,30.4125,10548938,34.599998,34.900002,34.243301,34.849998,2578644,16.944401,17.111099,16.944401,17.111099,124812,103.294998,103.977997,101.837997,102.834,31017,39.639999,40.599998,39.439999,39.869999,5189700,10.039,10.0658,9.9053,9.96771,12721966,22.34,22.469999,22.26,22.440001,2348591,81.68,83.059998,81.400002,83,1006606,42.5807,43.604698,42.437901,43.0681,964948,129.660004,129.820007,129.029999,129.75,1480446,81.887299,82.166397,80.6315,81.996902,2596614,38.860001,39.279999,38.27,39,44892371,74.421501,75.342102,74.237396,75.041702,5062112,34.27,35.18,34.220001,35.080002,4546375,NA,NA,NA,NA,NA,53.8759,54.313301,53.776501,54.233799,2184711,8.55,8.7,8.52,8.56,426537
2007-01-15 00:00:00,NA,NA,NA,NA,NA,37.5,37.82,37.32,37.759998,1423187,157.399994,157.600006,156.449997,156.75,1618579,36.93,37.325001,36.865002,36.945,3807926,42.699902,42.9459,42.296398,42.325901,3439515,48.599998,49.400002,48.43,49.290001,412005,43.799999,44.299999,43.630001,44.049999,2292742,87.274002,88.676102,87.032204,88.240997,1952180,46.849998,47.16,46.799999,47.040001,3541650,150.070007,157.25,150.070007,156.699997,1693593,81.170601,81.4813,80.867599,81.395798,2950344,22.4,22.809999,22.389999,22.65,3964055,14.79,14.8,14.63,14.73,14637674,30.476,30.6633,30.116501,30.337,7878853,34.900002,35.2267,34.900002,35.083302,1840626,17.2222,17.2778,17.034401,17.233299,142362,103.664001,103.709999,102.382004,102.935997,39757,39.939999,40.27,39.669998,40.150002,2806200,10.0301,10.0301,9.94096,9.99445,7625822,22.48,22.52,22.27,22.27,1836034,83.209999,83.82,82.650002,82.650002,738624,43.3241,44.0625,43.201,43.836102,653237,130.100006,130.449997,129.679993,129.679993,1157412,82.624901,82.6847,81.668098,81.937103,2088511,39.299999,39.48,38.959999,39.150002,8058217,75.439003,75.516502,75.090103,75.090103,2537080,35,35.779999,34.91,35.720001,4547848,NA,NA,NA,NA,NA,54.174099,55.665199,54.074699,55.2775,2506952,8.74,8.75,8.6,8.63,259418
