GB00B7KR2P84.GBP.XHFT,GB00B7KR2P84,EZJ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000H5HKJ6,XHFT,B7KR2P8,NYE
GB00B033F229.GBP.XHFT,GB00B033F229,CNA NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000H5HN55,XHFT,B033F22,NYE
GB0000282623.GBP.XHFT,GB0000282623,AMEC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K23JJ7,XHFT,0028262,NYE
GB0000456144.GBP.XHFT,GB0000456144,ANTO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K23L20,XHFT,0045614,NYE
GB0001500809.GBP.XHFT,GB0001500809,TLW NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K24XR6,XHFT,0150080,NYE
GB0002162385.GBP.XHFT,GB0002162385,AV/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K264Y0,XHFT,0216238,NYE
GB0002374006.GBP.XHFT,GB0002374006,DGE NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K26C72,XHFT,0237400,NYE
GB0002405495.GBP.XHFT,GB0002405495,SDR NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K26DQ9,XHFT,0240549,NYE
GB0002634946.GBP.XHFT,GB0002634946,BA/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K26GT9,XHFT,0263494,NYE
GB0004250451.GBP.XHFT,GB0004250451,REX NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K291M6,XHFT,0425045,NYE
GB00B70FPS60.GBP.XHFT,GB00B70FPS60,JMAT NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K296P2,XHFT,B70FPS6,NYE
GB0005603997.GBP.XHFT,GB0005603997,LGEN NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K29FX3,XHFT,0560399,NYE
GB0006043169.GBP.XHFT,GB0006043169,MRW NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K29KD4,XHFT,0604316,NYE
GB0006616899.GBP.XHFT,GB0006616899,RSA NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K29N93,XHFT,0661689,NYE
GB0006731235.GBP.XHFT,GB0006731235,ABF NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K29Q23,XHFT,0673123,NYE
GB0006776081.GBP.XHFT,GB0006776081,PSON NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K29R76,XHFT,0677608,NYE
GB0007099541.GBP.XHFT,GB0007099541,PRU NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2CYM0,XHFT,0709954,NYE
GB00B7T77214.GBP.XHFT,GB00B7T77214,RBS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2D2T2,XHFT,B7T7721,NYE
GB0007908733.GBP.XHFT,GB0007908733,SSE NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2D908,XHFT,0790873,NYE
GB0007973794.GBP.XHFT,GB0007973794,SRP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2DBQ5,XHFT,0797379,NYE
GB0008021650.GBP.XHFT,GB0008021650,SGE NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2DHP3,XHFT,0802165,NYE
GB0009223206.GBP.XHFT,GB0009223206,SN/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2H101,XHFT,0922320,NYE
GB00B4JV1B90.GBP.XHFT,GB00B4JV1B90,AGS1 NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2H520,XHFT,B4JV1B9,NYE
JE00B3YWCQ29.GBP.XHFT,JE00B3YWCQ29,WOS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2H753,XHFT,B3YWCQ2,NYE
GB0031192486.GBP.XHFT,GB0031192486,LMI NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2HC16,XHFT,3119248,NYE
GB0031274896.GBP.XHFT,GB0031274896,MKS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2HDQ7,XHFT,3127489,NYE
GB0032089863.GBP.XHFT,GB0032089863,NXT NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2HK54,XHFT,3208986,NYE
GB00B63H8491.GBP.XHFT,GB00B63H8491,RR/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2HLD3,XHFT,B63H849,NYE
GB0033195214.GBP.XHFT,GB0033195214,KGF NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2JPN1,XHFT,3319521,NYE
GB00B43G0577.GBP.XHFT,GB00B43G0577,PMO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2KSS8,XHFT,B43G057,NYE
GB00B019KW72.GBP.XHFT,GB00B019KW72,SBRY NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2KVN6,XHFT,B019KW7,NYE
GB00B0744B38.GBP.XHFT,GB00B0744B38,BNZL NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2L1G9,XHFT,B0744B3,NYE
GB00B07KD360.GBP.XHFT,GB00B07KD360,COB NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2L2P7,XHFT,B07KD36,NYE
GB00B19DVX61.GBP.XHFT,GB00B19DVX61,ISYS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2LHJ1,XHFT,B19DVX6,NYE
GB00B1FH8J72.GBP.XHFT,GB00B1FH8J72,SVT NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2LJY0,XHFT,B1FH8J7,NYE
GB00B1KJJ408.GBP.XHFT,GB00B1KJJ408,WTB NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2NRY0,XHFT,B1KJJ40,NYE
GB00B74CDH82.GBP.XHFT,GB00B74CDH82,CNE NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2NWX0,XHFT,B74CDH8,NYE
GB00B1WY2338.GBP.XHFT,GB00B1WY2338,SMIN NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2P059,XHFT,B1WY233,NYE
GB00B23K0M20.GBP.XHFT,GB00B23K0M20,CPI1 NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2P3J8,XHFT,B23K0M2,NYE
GB00B24CGK77.GBP.XHFT,GB00B24CGK77,RB/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2P567,XHFT,B24CGK7,NYE
GB00B2B0DG97.GBP.XHFT,GB00B2B0DG97,REL NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2P7F3,XHFT,B2B0DG9,NYE
GB00B39J2M42.GBP.XHFT,GB00B39J2M42,UU/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000K2PBB8,XHFT,B39J2M4,NYE
GB0002395811.GBP.XHFT,GB0002395811,SDRC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000KJ46T6,XHFT,0239581,NYE
JE00B3DMTY01.GBP.XHFT,JE00B3DMTY01,WPP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000KJ59J0,XHFT,B3DMTY0,NYE
GB00B45C9X44.GBP.XHFT,GB00B45C9X44,CHG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000KJ5FY9,XHFT,B45C9X4,NYE
GB0031215220.GBP.XHFT,GB0031215220,CCL NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000L8Z688,XHFT,3121522,NYE
GB00B5N0P849.GBP.XHFT,GB00B5N0P849,WG/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000L908F2,XHFT,B5N0P84,NYE
GB00B19NLV48.GBP.XHFT,GB00B19NLV48,EXPN NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000L90FW7,XHFT,B19NLV4,NYE
GB00B77J0862.GBP.XHFT,GB00B77J0862,OML NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000MTDS41,XHFT,B77J086,NYE
GB0031638363.GBP.XHFT,GB0031638363,ITRK NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000MTDT03,XHFT,3163836,NYE
GB00B1WQCS47.GBP.XHFT,GB00B1WQCS47,IHG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000MTG156,XHFT,B1WQCS4,NYE
ES0177542018.GBP.XHFT,ES0177542018,IAG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000PR5C64,XHFT,B5M6XQ7,NYE
GB0030913577.GBP.XHFT,GB0030913577,BT/A NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000PR5HY2,XHFT,3091357,NYE
GB00B10RZP78.GBP.XHFT,GB00B10RZP78,ULVR NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000PR5MP1,XHFT,B10RZP7,NYE
GG00B62W2327.GBP.XHFT,GG00B62W2327,RSL NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000Q421G0,XHFT,B62W232,NYE
GB00B4WQ2Z29.GBP.XHFT,GB00B4WQ2Z29,AGK NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000Q7C8C1,XHFT,B4WQ2Z2,NYE
GB0033872168.GBP.XHFT,GB0033872168,IAP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000Q7CG79,XHFT,3387216,NYE
GB00B09LSH68.GBP.XHFT,GB00B09LSH68,ISAT NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000Q7CHL1,XHFT,B09LSH6,NYE
GB0001411924.GBP.XHFT,GB0001411924,BSY NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQS877,XHFT,0141192,NYE
GB0004544929.GBP.XHFT,GB0004544929,IMT NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQSDC0,XHFT,0454492,NYE
GB00B08SNH34.GBP.XHFT,GB00B08SNH34,NG/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQSLC2,XHFT,B08SNH3,NYE
GB00B16KPT44.GBP.XHFT,GB00B16KPT44,SL/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQSM67,XHFT,B16KPT4,NYE
GB00B1YW4409.GBP.XHFT,GB00B1YW4409,III NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQSNV7,XHFT,B1YW440,NYE
GB00B28KQ186.GBP.XHFT,GB00B28KQ186,EMG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQSPZ8,XHFT,B28KQ18,NYE
JE00B2QKY057.GBP.XHFT,JE00B2QKY057,SHP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000RQSZ31,XHFT,B2QKY05,NYE
GB0005331532.GBP.XHFT,GB0005331532,CPG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000SKT609,XHFT,0533153,NYE
GB0031743007.GBP.XHFT,GB0031743007,BRBY NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000SKTC06,XHFT,3174300,NYE
GB0033277061.GBP.XHFT,GB0033277061,VED NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000SKTFM5,XHFT,3327706,NYE
GB00B01FLG62.GBP.XHFT,GB00B01FLG62,GFS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000SKTGV3,XHFT,B01FLG6,NYE
GB00B02J6398.GBP.XHFT,GB00B02J6398,ADM1 NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000SKTHF9,XHFT,B02J639,NYE
GB00B0H2K534.GBP.XHFT,GB00B0H2K534,PFC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000SKTK62,XHFT,B0H2K53,NYE
GB00B4JZFN18.GBP.XHFT,GB00B4JZFN18,DTY NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000T2YT84,XHFT,B4JZFN1,NYE
GB00B464F978.GBP.XHFT,GB00B464F978,MRO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000T2YVF1,XHFT,B464F97,NYE
GB00B29BCK10.GBP.XHFT,GB00B29BCK10,ENRC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000VPWQ51,XHFT,B29BCK1,NYE
GB00B0HZPV38.GBP.XHFT,GB00B0HZPV38,KAZ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000VR2N48,XHFT,B0HZPV3,NYE
GB00B1Z7RQ77.GBP.XHFT,GB00B1Z7RQ77,TT/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000VR2TY2,XHFT,B1Z7RQ7,NYE
GB00B2QPKJ12.GBP.XHFT,GB00B2QPKJ12,FRES NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000W0YP28,XHFT,B2QPKJ1,NYE
GB00B7786072.GBP.XHFT,GB00B7786072,MCRO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG000W0YW05,XHFT,B778607,NYE
GB00B5SXPF57.GBP.XHFT,GB00B5SXPF57,ESSR NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0015K9GG5,XHFT,B5SXPF5,NYE
GB00B61D2N63.GBP.XHFT,GB00B61D2N63,ABG1 NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0015KDZ23,XHFT,B61D2N6,NYE
JE00B5TT1872.GBP.XHFT,JE00B5TT1872,CEY NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0015KF368,XHFT,B5TT187,NYE
KYG7091M1096.GBP.XHFT,KYG7091M1096,PHNX NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG00194L032,XHFT,B45JKK9,NYE
JE00B4T3BW64.GBP.XHFT,JE00B4T3BW64,GLEN NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001QJPXP0,XHFT,B4T3BW6,NYE
GB0008794710.GBP.XHFT,GB0008794710,TEP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001QSWRF6,XHFT,0879471,NYE
GB0002520509.GBP.XHFT,GB0002520509,ITE NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ2X8,XHFT,0252050,NYE
GB0003345054.GBP.XHFT,GB0003345054,FENR NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ302,XHFT,0334505,NYE
GB0004771548.GBP.XHFT,GB0004771548,JD/ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ339,XHFT,0477154,NYE
GB0006449366.GBP.XHFT,GB0006449366,APF NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ366,XHFT,0644936,NYE
GB0007958233.GBP.XHFT,GB0007958233,SNR NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ384,XHFT,0795823,NYE
GB00B3M55Q47.GBP.XHFT,GB00B3M55Q47,PER NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ3G5,XHFT,B3M55Q4,NYE
GB00B3MBS747.GBP.XHFT,GB00B3MBS747,OCDO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ3J2,XHFT,B3MBS74,NYE
GB00B44JTH01.GBP.XHFT,GB00B44JTH01,BET NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ6F9,XHFT,B44JTH0,NYE
GB00B4YCDF59.GBP.XHFT,GB00B4YCDF59,TALK NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ7L0,XHFT,B4YCDF5,NYE
GB00B53P2009.GBP.XHFT,GB00B53P2009,JUP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ7N8,XHFT,B53P200,NYE
GB00B60BD277.GBP.XHFT,GB00B60BD277,SGP NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ7Q5,XHFT,B60BD27,NYE
IM00B58FMW76.GBP.XHFT,IM00B58FMW76,EXI NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ7W8,XHFT,B58FMW7,NYE
LU0552383324.GBP.XHFT,LU0552383324,AZEM NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ7Z5,XHFT,B63H009,NYE
GB0002418548.GBP.XHFT,GB0002418548,ELM NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ8H3,XHFT,0241854,NYE
GB0002670437.GBP.XHFT,GB0002670437,DVO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQ8K9,XHFT,0267043,NYE
GB0007197378.GBP.XHFT,GB0007197378,RPC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQHS1,XHFT,0719737,NYE
GB0009887422.GBP.XHFT,GB0009887422,YULC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQJR8,XHFT,0988742,NYE
GB00B0L2K157.GBP.XHFT,GB00B0L2K157,KFX NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGQLY5,XHFT,B0L2K15,NYE
GB0006928617.GBP.XHFT,GB0006928617,UTG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG001VGSKG5,XHFT,0692861,NYE
GB00B5NFV695.GBP.XHFT,GB00B5NFV695,SPRT NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002080W51,XHFT,B5NFV69,NYE
JE00B28ZGP75.GBP.XHFT,JE00B28ZGP75,KENZ NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002455MK3,XHFT,B28ZGP7,NYE
GB0006650450.GBP.XHFT,GB0006650450,OXIG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG00248C3D9,XHFT,0665045,NYE
GB0007448250.GBP.XHFT,GB0007448250,KCOM NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0024FQM46,XHFT,0744825,NYE
GB00B3Y2J508.GBP.XHFT,GB00B3Y2J508,GFRD NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0025YF7T2,XHFT,B3Y2J50,NYE
GB00B5BLXT62.GBP.XHFT,GB00B5BLXT62,BUMI NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002DKQD72,XHFT,B5BLXT6,NYE
JE00B6T5S470.GBP.XHFT,JE00B6T5S470,POLYI NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002DMJNN6,XHFT,B6T5S47,NYE
GB00B71N6K86.GBP.XHFT,GB00B71N6K86,EVRA NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002DS40X8,XHFT,B71N6K8,NYE
GB00B24CT194.GBP.XHFT,GB00B24CT194,OPHR1 NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002NCJJ83,XHFT,B24CT19,NYE
GB00B6XZKY75.GBP.XHFT,GB00B6XZKY75,BAG NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002NCJMD0,XHFT,B6XZKY7,NYE
BMG702781094.GBP.XHFT,BMG702781094,PDL NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002S0TMZ6,XHFT,0683564,NYE
GB0000663038.GBP.XHFT,GB0000663038,AVM NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002S0TN11,XHFT,0066303,NYE
GB00B4ZH7J18.GBP.XHFT,GB00B4ZH7J18,RPO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG002S0TSM7,XHFT,B4ZH7J1,NYE
GB0001048619.GBP.XHFT,GB0001048619,TED NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0034YM866,XHFT,0104861,NYE
GB00B7FC0762.GBP.XHFT,GB00B7FC0762,NMC NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0034YM9H2,XHFT,B7FC076,NYE
GB0005790059.GBP.XHFT,GB0005790059,MNZS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0034YMB69,XHFT,0579005,NYE
GB00B3KHXB36.GBP.XHFT,GB00B3KHXB36,AIE NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0034YMC03,XHFT,B3KHXB3,NYE
GB00B759CR16.GBP.XHFT,GB00B759CR16,BGEO NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG0034YMFZ8,XHFT,B759CR1,NYE
GB00B0D5V538.GBP.XHFT,GB00B0D5V538,RUS NR,GBp,GB,ARCA-71,COMMON-STOCK,BBG00361HJV0,XHFT,B0D5V53,NYE
GB0001367019.GBP.XHFT,GB0001367019,BLND NR,GBp,GB,ARCA-71,REIT,BBG000K24W52,XHFT,0136701,NYE
GB0004065016.GBP.XHFT,GB0004065016,HMSO NR,GBp,GB,ARCA-71,REIT,BBG000K26TF6,XHFT,0406501,NYE
GB0006834344.GBP.XHFT,GB0006834344,CSCG NR,GBp,GB,ARCA-71,REIT,BBG000K2CXH8,XHFT,0683434,NYE
GB0031809436.GBP.XHFT,GB0031809436,LAND NR,GBp,GB,ARCA-71,REIT,BBG000K2HGY1,XHFT,3180943,NYE
GB00B0PPFY88.GBP.XHFT,GB00B0PPFY88,HSTN NR,GBp,GB,ARCA-71,REIT,BBG001VGQ3D8,XHFT,B0PPFY8,NYE
GB00B4WFW713.GBP.XHFT,GB00B4WFW713,LSP NR,GBp,GB,ARCA-71,REIT,BBG001VGQ7H5,XHFT,B4WFW71,NYE
NO0003921009.NOK.XHFT,NO0003921009,DNO NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000DJN178,XHFT,B15GGN4,NYE
LR0008862868.NOK.XHFT,LR0008862868,RCL NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000GZFMY2,XHFT,5315776,NYE
LU0075646355.NOK.XHFT,LU0075646355,SUBC NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000GZFP11,XHFT,5258246,NYE
NO0003028904.NOK.XHFT,NO0003028904,SCH1 NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000GZFRF2,XHFT,4790534,NYE
NO0003733800.NOK.XHFT,NO0003733800,ORK NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000GZFSX0,XHFT,B1VQF42,NYE
NO0004135633.NOK.XHFT,NO0004135633,NSG NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000GZFV63,XHFT,7070396,NYE
BMG4032A1045.NOK.XHFT,BMG4032A1045,GOGL NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000H5G421,XHFT,B04X7M5,NYE
CY0100470919.NOK.XHFT,CY0100470919,PRS4 NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000H5G7T5,XHFT,B1L9DW5,NYE
NO0010063308.NOK.XHFT,NO0010063308,TEL NR,NOK,GB,ARCA-72,COMMON-STOCK,BBG000H5JWS8,XHFT,4732495,NYE
